date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC.,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,S&P 500
2015-07-07,31.529049289148862,15.051959399089437,60.15196222614325,51.867593760963736,208.02
2015-07-08,31.42765848735271,15.046948716092441,60.11998940248117,51.77470815276335,204.53
2015-07-09,31.472891163324057,15.049113223789679,60.128343296274444,51.825599375183444,204.9
2015-07-10,31.54047254485821,15.053880487347806,60.18278378897854,51.91816170174734,207.48
2015-07-13,31.60201189807403,15.06038350822611,60.19486195439476,51.993238071653174,209.77
2015-07-14,31.61080966965547,15.060071464046391,60.17946319543622,51.96677467705664,210.68
2015-07-15,31.578225378379035,15.057989236027428,60.21800833699339,51.96577586731729,210.61
2015-07-16,31.610254981524392,15.056662268323871,60.2401978504441,52.01603930324526,212.3
2015-07-17,31.640775766314572,15.054909334760385,60.266212767814885,52.11190888741673,212.48
2015-07-20,31.61277143059372,15.054662636769836,60.28634100290111,52.09766231717485,212.59
2015-07-21,31.59677209862559,15.051523742903814,60.26370866918474,52.07548109603867,211.75
2015-07-22,31.61412990820555,15.055048261198476,60.27086280126668,52.14794868074984,211.37
2015-07-23,31.603729616616555,15.055224418996128,60.251498092711266,52.11955384841256,210.18
2015-07-24,31.550610331005487,15.053498977350708,60.25201665270898,52.088966718575975,208.0
2015-07-27,31.50980013266247,15.050667384635384,60.223726191246996,52.00373870102323,206.79
2015-07-28,31.55065682782044,15.051595477377589,60.25450874807576,51.99020900814298,209.33
2015-07-29,31.55831077181144,15.05611636076842,60.25548731910868,51.97509837656659,210.77
2015-07-30,31.544472165640656,15.054008869945276,60.28968095794824,51.989942128477,210.82
2015-07-31,31.52289718912347,15.054185602985868,60.26425971563333,51.90530244595856,210.5
2015-08-03,31.49526896854118,15.053726338708284,60.27762626774348,51.9010966524151,209.79
2015-08-04,31.49236081947442,15.057829999848048,60.31836570986103,51.97082512262001,209.38
2015-08-05,31.483855524038496,15.051608981760983,60.29089442838972,51.9901019368567,210.07
2015-08-06,31.533266158237865,15.048475379717242,60.283568867066215,51.943777450867714,208.35
2015-08-07,31.569607225705195,15.04876293611053,60.248506128593434,51.91223732509063,207.95
2015-08-10,31.633431529392997,15.048655194726308,60.26124788377481,51.99072082830213,210.57
2015-08-11,31.633431529392997,15.048655194726308,60.26124788377481,51.99072082830213,208.67
2015-08-12,31.633431529392997,15.048655194726308,60.26124788377481,51.99072082830213,208.92
2015-08-13,31.633431529392997,15.048655194726308,60.26124788377481,51.99072082830213,208.66
2015-08-14,31.657077466857736,15.050637853331125,60.28825709100631,51.99887791043542,209.42
2015-08-17,31.66172189709157,15.050351164227271,60.39780144199738,52.02717385306264,210.59
2015-08-18,31.649591413285226,15.047338348939228,60.42296397634579,51.96088844316929,209.98
2015-08-19,31.62079115084713,15.044949638431376,60.38243161919909,51.91466907177376,208.32
2015-08-20,31.55709052669175,15.034852229462466,60.18490213660926,51.86022080694012,203.97
2015-08-21,31.493988769827745,15.031845233358318,59.99993727088925,51.79829418921104,197.83
2015-08-24,31.396695693834804,15.024487104116037,59.83986575832036,51.75006509414197,189.55
2015-08-25,31.37993385449234,15.01983323353436,59.819417803157094,51.74614959844309,187.27
2015-08-26,31.448906057581514,15.03493596646657,59.96815775260953,51.77497062204793,194.46
2015-08-27,31.559866083237463,15.042048204619505,60.10432224522387,51.84950227708673,199.27
2015-08-28,31.55467774531877,15.041974509129338,60.03603756873672,51.874048083617105,199.28
2015-08-31,31.532364793965268,15.033866219557886,60.15794297218346,51.84830049099795,197.67
2015-09-01,31.45579177783668,15.025178759360175,60.002860827277765,51.820016092619966,191.77
2015-09-02,31.488725337313312,15.02963839502582,60.08464701338839,51.84265763147632,195.41
2015-09-03,31.48050977558825,15.033197413696517,60.10844012537079,51.83062799113641,195.55
2015-09-04,31.43677423335893,15.029448673848787,60.07614743146151,51.83603486028173,192.59
2015-09-08,31.479240959980334,15.037146052927085,60.149802349783414,51.86081539248711,197.43
2015-09-09,31.44429956733163,15.031718112057199,60.105242076345725,51.841969291521906,194.79
2015-09-10,31.44442485398386,15.029092544019841,60.090009098358856,51.84849477435689,195.85
2015-09-11,31.423251264127288,15.026829723707442,60.05180699483076,51.84807486458825,196.74
2015-09-14,31.422395087979258,15.027949537262408,60.02182617628131,51.849478442899965,196.01
2015-09-15,31.44993935663832,15.031259277748607,60.05253314259127,51.87432909955422,198.46
2015-09-16,31.522427486407953,15.028820354570202,60.05064230215699,51.87637486753473,200.18
2015-09-17,31.53904331035791,15.031968187256867,60.17495180123517,51.95779114228177,199.73
2015-09-18,31.531821813809852,15.01850548745754,60.146722291985675,51.9478012827758,195.45
2015-09-21,31.502052524398763,15.01755444085839,60.08056919862974,51.971098660778736,196.46
2015-09-22,31.44835335239971,15.01938248397528,59.9168804214459,51.93648630315494,193.91
2015-09-23,31.43099298348742,15.02515296361912,59.94007683938857,51.90111217226466,193.6
2015-09-24,31.386034690903713,15.016372163236406,59.7938253779384,51.90698410783807,192.9
2015-09-25,31.33546408270722,15.006596196937398,59.73506218733526,51.855496890100305,192.85
2015-09-28,31.201040784024574,14.984316972350383,59.37525207963449,51.813633378659596,188.01
2015-09-29,31.182161161815436,14.984537220209809,59.41039135372552,51.797985375059234,188.12
2015-09-30,31.30285437467349,14.998975940218303,59.54875524456104,51.81789650657893,191.63
2015-10-01,31.32492123860108,14.997836684016422,59.660823159617095,51.85752760422411,192.13
2015-10-02,31.386644378419188,15.001223823265622,59.73699253080849,51.870705089333505,195.0
2015-10-05,31.398042556869832,15.00524755214458,59.946086140806074,51.900868092333816,198.47
2015-10-06,31.37458229781428,14.998414135500486,59.906575389630575,51.86100182548456,197.79
2015-10-07,31.32933631717484,14.999893954418603,59.975518328949235,51.864219013107444,199.41
2015-10-08,31.363274505975628,14.996147599807498,59.99594417028959,51.83582825849229,201.21
2015-10-09,31.37945421401527,15.00146909157133,59.93868894249014,51.85276705768457,201.33
2015-10-12,31.347853954875227,15.000966246354782,59.91126276273447,51.76812911375598,201.52
2015-10-13,31.34500618305592,14.992866614844116,59.876151391287806,51.72543895898066,200.25
2015-10-14,31.36362045590355,14.993554798432514,59.87260456284371,51.67421626424727,199.29
2015-10-15,31.398771790608876,14.977201166778007,60.159730491401916,51.68979905161649,202.35
2015-10-16,31.437200424106308,14.980541405664628,60.26319502047588,51.68949075536707,203.27
2015-10-19,31.39415927918467,14.983044070722187,60.253719110281565,51.685887021776885,203.37
2015-10-20,31.34481743246109,14.978209113654998,60.24548184798653,51.715101887406554,203.09
2015-10-21,31.22387530588406,14.97271783238114,60.13973818435229,51.643494564887654,201.85
2015-10-22,31.180776960191285,14.949286170198455,60.21837853275353,51.70284024775977,205.26
2015-10-23,31.255362449153886,14.963563957537325,60.289943736574465,51.70508566468614,207.51
2015-10-26,31.276370536429813,14.964036047040553,60.30150415711449,51.710798711956045,207.0
2015-10-27,31.247987879635648,14.962716068295425,60.243808459157506,51.687505234964384,206.6
2015-10-28,31.343020793686133,14.96356800433694,60.16910962654899,51.70699673199755,208.95
2015-10-29,31.301883949359215,14.957525257061397,60.17150720330562,51.7093216388615,208.83
2015-10-30,31.32013837254433,14.962766207635623,60.0717721008431,51.71304596297243,207.93
2015-11-02,31.352298695021506,14.967310542263048,60.11119493258724,51.69201043560147,210.39
2015-11-03,31.371105015357408,14.962874091634818,60.203943115771054,51.71099835716738,211.0
2015-11-04,31.32761653974943,14.96225879799559,60.23571026317235,51.64103630435358,210.36
2015-11-05,31.211331857813786,14.961879454543661,60.20519607546247,51.63587378656203,210.15
2015-11-06,31.234027079132563,14.96843059521175,60.22129435976839,51.5821524743842,210.04
2015-11-09,31.209626157873547,14.968477151343011,60.200425382195114,51.545353634842606,208.08
2015-11-10,31.211124146918365,14.968942647575675,60.16611629486375,51.515249294576904,208.56
2015-11-11,31.206224212386992,14.957693363419803,60.145130403376726,51.55309032953911,207.74
2015-11-12,31.206224212386992,14.957693363419803,60.145130403376726,51.55309032953911,204.84
2015-11-13,31.206224212386992,14.957693363419803,60.145130403376726,51.55309032953911,202.54
2015-11-16,31.217675466985643,14.959329819809021,60.14642126310209,51.568319660488214,205.62
2015-11-17,31.209236684893995,14.97032654602146,60.138639304378984,51.56934237644413,205.47
2015-11-18,31.240185328009403,14.977707592301925,60.159636469511895,51.56528731893193,208.73
2015-11-19,31.23497696466823,14.956119676035774,60.152812638734915,51.56316935147089,208.55
2015-11-20,31.236066445840596,14.965861271976657,60.151850497300444,51.525942934290995,209.31
2015-11-23,31.23455899231448,14.96694742453499,60.156311599736824,51.58026837729781,209.07
2015-11-24,31.2500197644268,14.974805190483357,60.15133514075827,51.578256275642545,209.35
2015-11-25,31.26527108187305,14.975895915511803,60.15118358797122,51.62538239087442,209.32
2015-11-27,31.26878441927414,14.980386758797273,60.158148252400075,51.63314917887885,209.56
2015-11-30,31.257494127816543,14.972648576950006,60.15656596158,51.641481205800076,208.69
2015-12-01,31.254715578138722,14.987844728669845,60.1624586407664,51.64414913739834,210.68
2015-12-02,31.222723898561682,14.982062155376685,60.15058408625668,51.63438585674432,208.53
2015-12-03,31.190219869914454,14.967261263979147,60.11982008145751,51.61977667929815,205.61
2015-12-04,31.204302653284536,14.971617661128146,60.13705082647424,51.654244010992706,209.62
2015-12-07,31.100889215191547,14.962679080297312,60.15042444790678,51.689107284670776,208.35
2015-12-08,31.094761923760277,14.966026780279735,60.14578625100929,51.68292946830952,206.95
2015-12-09,31.106518513533178,14.965268413653007,60.137733841144254,51.66523098740257,205.34
2015-12-10,31.10553244100581,14.969914946509007,60.12883362932927,51.6370758455856,205.87
2015-12-11,31.04896120935444,14.95793658033561,60.09956367363083,51.57061545161493,201.88
2015-12-14,31.008175845487326,14.95448968189805,60.080613315256024,51.58214599470949,202.9
2015-12-15,31.074705404139575,14.961624507462673,60.09857180998969,51.653380334836626,205.03
2015-12-16,31.11708445209346,14.962602402463705,60.12591792646341,51.69715238064144,208.03
2015-12-17,31.117349858772975,14.958048207148625,60.12072886043854,51.66515753475254,204.86
2015-12-18,31.12356084549735,14.956127580701319,60.09405848387114,51.54185539074088,200.02
2015-12-21,31.134453653312193,14.971755038258486,60.103532382399294,51.5651880333576,201.67
2015-12-22,31.194753519709344,14.970683335376465,60.11202282557851,51.57470838381079,203.5
2015-12-23,31.254283052231067,14.983527228998625,60.11517969678313,51.582028096782324,206.02
2015-12-24,31.239375264080994,14.980556821379178,60.12089506068357,51.59525339390254,205.68
2015-12-28,31.19641140369591,14.975200821398676,60.1178623076822,51.55098593894039,205.21
2015-12-29,31.19899817710153,14.980733443269816,60.135946001283315,51.55502902494053,207.4
2015-12-30,31.176921529169572,14.978094673186646,60.12911161290055,51.54980902383562,205.93
2015-12-31,31.176834123237665,14.972371553674698,60.12335690167089,51.518345342821455,203.87
2016-01-04,31.17443373919327,14.963751844553272,60.09136527481444,51.501530707096286,201.02
2016-01-05,31.16862005101435,14.963659911673243,60.07952981086775,51.50456193629665,201.36
2016-01-06,31.106413824282615,14.957938680309606,60.072134313035164,51.53055608358264,198.82
2016-01-07,31.04868430680184,14.948140395184915,60.064993606525746,51.50178234582094,194.05
2016-01-08,31.0216960857563,14.943342912600672,60.07062554796982,51.467800610659104,191.925
